title_album;artist_album;tracks_album;time_posted;any_album;likes;repost;url_album;
All I Need;Haiva Baker;none;2022-04-28T00:00:00.000Z;Single · 2022;246;1;https://soundcloud.com/haivabaker/sets/all-i-need-415549446;
Noting to Wait For;Perry Sky;none;2022-07-29T00:00:00.000Z;Album · 2022;196;Repost;https://soundcloud.com/perrysky-music/sets/noting-to-wait-for;
Feel The Moment;Monica Price;none;2022-07-12T00:00:00.000Z;Single · 2022;212;Repost;https://soundcloud.com/monicaprice/sets/feel-the-moment-4;
Back to You;Maki Antony;none;2023-07-09T00:00:00.000Z;Album · 2023;90;Repost;https://soundcloud.com/makiantony/sets/back-to-you-46644716;
Digital;Leon Nalia;none;2023-07-09T00:00:00.000Z;Album · 2023;85;Repost;https://soundcloud.com/leonnalia/sets/digital-568784265;
Hope;Paula Codi;none;2023-04-17T00:00:00.000Z;Album · 2023;270;Repost;https://soundcloud.com/paulacodi/sets/hope-604293698;
Young Lover;Thomas Mullerp;none;2022-04-28T00:00:00.000Z;Single · 2022;238;Repost;https://soundcloud.com/thomasmullerp/sets/young-lover-4;
Non-Stop Summer;Urok Star;none;2022-11-11T00:00:00.000Z;Album · 2022;22;Repost;https://soundcloud.com/urokstar/sets/non-stop-summer-1;
Time in a Red Bottle;Milly Stardust;none;2022-11-02T00:00:00.000Z;Album · 2022;33;Repost;https://soundcloud.com/millystardust/sets/time-in-a-red-bottle;
Looking at You;Aarenz Kataway Fay;none;2020-12-22T00:00:00.000Z;Album · 2020;110;Repost;https://soundcloud.com/aarenzkatawayfay/sets/looking-at-you-8763625;
Mistery;Carol Marcus;none;2023-07-09T00:00:00.000Z;Album · 2023;66;Repost;https://soundcloud.com/carolmarcus/sets/mistery-159755655;
Never let go of your dreams;Jacky Lily;none;2023-07-09T00:00:00.000Z;Album · 2023;74;Repost;https://soundcloud.com/jackylily-music/sets/never-let-go-of-your-dreams-1;
Bad Vibe;Jenny Kim;none;2023-07-09T00:00:00.000Z;Album · 2023;87;Repost;https://soundcloud.com/jennykim-music/sets/bad-vibe-250792567;
Voyager;Marcela Barret;none;2023-06-05T00:00:00.000Z;Album · 2023;113;Repost;https://soundcloud.com/marcelabarret/sets/voyager-405075899;
Never Again;Marisa Potenza;none;2023-04-15T00:00:00.000Z;Album · 2023;257;Repost;https://soundcloud.com/marisapotenza/sets/never-again-328272855;
Sunflowers;Sean Sweat;none;2022-04-28T00:00:00.000Z;Single · 2022;212;Repost;https://soundcloud.com/seansweat/sets/sunflowers-533384175;
Bloom;Arlene Peloquin;none;2022-10-26T00:00:00.000Z;Album · 2022;313;Repost;https://soundcloud.com/arlenepeloquin/sets/bloom-16589825;
Readymade;Lynn Liewert;none;2022-08-02T00:00:00.000Z;Single · 2022;211;Repost;https://soundcloud.com/lynnliewert/sets/readymade-3;
Wicked Soul;One Way to Pluto;none;2022-07-31T00:00:00.000Z;Album · 2022;178;Repost;https://soundcloud.com/onewaytopluto/sets/wicked-soul-2;
We're Good;Dupa Mared;none;2022-04-11T00:00:00.000Z;Album · 2022;236;Repost;https://soundcloud.com/dupamared/sets/were-good-3;
Inside My Sack;Laura Bode;none;2022-09-30T00:00:00.000Z;Album · 2022;209;Repost;https://soundcloud.com/laurabode/sets/inside-my-sack;
Ghost;Xie Ana;none;2022-04-08T00:00:00.000Z;Album · 2022;252;Repost;https://soundcloud.com/xieana/sets/ghost-843067279;
Snowee;Michael Nova;none;2023-07-09T00:00:00.000Z;Album · 2023;80;Repost;https://soundcloud.com/michaelnova/sets/snowee-2;
Faith in God;Laura Bellante;none;2022-10-20T00:00:00.000Z;Album · 2022;275;2;https://soundcloud.com/laurabellante/sets/faith-in-god-2;
